CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,DAMAGE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
6/23/2019 2:14,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",DISREGARDING STOP SIGN,FAILING TO YIELD RIGHT-OF-WAY,4900,W,RICE ST,1531,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,2,1,6,41.8960409,-87.74840319
6/24/2019 16:10,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,6200,W,HIGGINS AVE,1622,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,2,6,41.97484744,-87.78304538
6/21/2019 17:30,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,4011,W,47TH ST,815,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,6,6,41.80776651,-87.72410217
6/27/2019 9:56,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,2821,N,ELSTON AVE,1411,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,6,41.93275405,-87.68843875
6/15/2019 18:03,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,5050,W,DIVISION ST,2533,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,7,6,41.90238881,-87.75295107
6/21/2019 12:25,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,DISREGARDING STOP SIGN,2500,N,LARAMIE AVE,2515,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,6,6,41.92600643,-87.75636298
6/15/2019 22:35,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1599,N,HAMLIN AVE,2535,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,5,0,22,7,6,41.90984965,-87.72152218
6/18/2019 21:03,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,702,S,INDEPENDENCE BLVD,1133,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,3,6,41.87248605,-87.72047593
6/24/2019 16:40,35,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",4827,W,FOSTER AVE,1621,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,16,2,6,41.97520177,-87.74920552
6/19/2019 13:10,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,410,W,WASHINGTON ST,121,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,4,6,41.88329436,-87.63848242
6/20/2019 19:00,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,9500,S,STONY ISLAND AVE,511,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,19,5,6,41.72225727,-87.58527557
6/25/2019 18:30,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,PARKING LOT,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4750,W,63RD ST,813,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,3,6,41.77854419,-87.74189535
6/30/2019 19:04,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,12136,S,WENTWORTH AVE,523,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,1,6,41.67318147,-87.62747263
6/21/2019 23:00,30,UNKNOWN,NO CONTROLS,RAIN,DUSK,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,4807,N,PULASKI RD,1712,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,6,6,41.96847334,-87.72788765
6/25/2019 10:24,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,1949,W,LAWRENCE AVE,1912,1,INCAPACITATING INJURY,1,0,1,0,0,0,0,10,3,6,41.96866046,-87.67810346
6/22/2019 21:22,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,101,E,79TH ST,623,3,NO INDICATION OF INJURY,0,0,0,0,0,5,0,21,7,6,41.75089864,-87.62130209
6/23/2019 6:04,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",NOT APPLICABLE,NOT APPLICABLE,746,N,LARAMIE AVE,1524,5,NO INDICATION OF INJURY,0,0,0,0,0,1,0,6,1,6,41.89438688,-87.75572699
6/29/2019 16:20,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1800,S,HALSTED ST,1235,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,16,7,6,41.85806266,-87.64679527
6/26/2019 14:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3150,W,OGDEN AVE,1022,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,4,6,41.85829306,-87.70489194
6/24/2019 9:20,10,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PEDESTRIAN,OTHER,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2005,W,CHICAGO AVE,1221,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,9,2,6,41.89579651,-87.6773228
6/28/2019 22:05,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,2751,W,PETERSON AVE,2011,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,6,6,41.99033475,-87.69908651
6/17/2019 14:28,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING STOP SIGN,NOT APPLICABLE,500,W,66TH PL,722,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,14,2,6,41.77360276,-87.63692341
6/27/2019 19:15,30,NO CONTROLS,UNKNOWN,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1948,E,95TH ST,413,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,5,6,41.72257306,-87.57584032
6/21/2019 8:00,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,1936,S,CARPENTER ST,1235,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,6,6,41.85548749,-87.65328557
6/29/2019 0:37,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1632,W,83RD ST,614,2,INCAPACITATING INJURY,2,0,1,0,1,1,0,0,7,6,41.74316434,-87.66452933
6/24/2019 9:43,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",4800,N,NAGLE AVE,1613,3,INCAPACITATING INJURY,1,0,1,0,0,2,0,9,2,6,41.96843297,-87.78816073
6/16/2019 15:40,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,8699,S,DR MARTIN LUTHER KING JR DR,632,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,1,6,41.73659723,-87.61438459
6/16/2019 2:20,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1816,N,CLARK ST,1814,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,2,1,6,41.91524999,-87.63429327
6/29/2019 19:30,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,FOLLOWING TOO CLOSELY,IMPROPER OVERTAKING/PASSING,6858,S,LAWNDALE AVE,833,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,7,6,41.76788948,-87.71528089
6/15/2019 20:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,WORN SURFACE,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,NOT APPLICABLE,NOT APPLICABLE,2400,W,CERMAK RD,1023,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,7,6,41.85214131,-87.68575264
6/14/2019 19:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,3337,W,NORTH AVE,1422,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,6,6,41.90995419,-87.71090488
6/16/2019 22:53,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,FAILING TO REDUCE SPEED TO AVOID CRASH,6701,W,GRAND AVE,2512,2,"REPORTED, NOT EVIDENT",5,0,0,0,5,0,0,22,1,6,41.92351129,-87.79242605
6/30/2019 13:25,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,UNABLE TO DETERMINE,NOT APPLICABLE,2218,S,WENTWORTH AVE,914,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,13,1,6,41.85228565,-87.63214689
6/27/2019 0:30,20,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,6120,W,ARDMORE AVE,1622,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,5,6,41.98665178,-87.78123312
6/29/2019 13:00,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,FIXED OBJECT,PARKING LOT,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,752,E,115TH ST,531,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,7,6,41.68580313,-87.60381295
6/16/2019 13:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FOLLOWING TOO CLOSELY,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",600,E,76TH ST,624,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,1,6,41.75677967,-87.61015692
6/10/2019 20:05,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,$500 OR LESS,FOLLOWING TOO CLOSELY,NOT APPLICABLE,1,W,GRAND AVE,1831,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,2,6,41.89155904,-87.62813938
6/29/2019 22:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,7039,N,ASHLAND BLVD,2423,4,NO INDICATION OF INJURY,0,0,0,0,0,3,0,22,7,6,42.01021464,-87.6699683
6/24/2019 8:00,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,545,E,74TH ST,323,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,2,6,41.7602002,-87.61094254
6/28/2019 4:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,100,N,DEARBORN ST,111,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,4,6,6,41.88325032,-87.62958083
6/22/2019 23:20,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER BACKING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3800,W,63RD ST,823,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,7,6,41.77884246,-87.71798
6/21/2019 19:45,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4703,W,HARRISON ST,1131,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,6,6,41.87308825,-87.74275822
6/27/2019 15:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",IMPROPER BACKING,IMPROPER BACKING,348,E,115TH ST,531,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,5,6,41.68553203,-87.61363882
6/25/2019 23:20,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER LANE USAGE,NOT APPLICABLE,3899,N,HARLEM AVE,1632,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,3,6,41.95063871,-87.80704866
6/17/2019 8:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,8800,S,COTTAGE GROVE AVE,632,2,NONINCAPACITATING INJURY,2,0,0,2,0,0,0,8,2,6,41.73477793,-87.60492387
6/27/2019 15:00,25,STOP SIGN/FLASHER,OTHER,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,5357,W,WINNEMAC AVE,1623,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,5,6,41.97233587,-87.76244468
6/26/2019 21:55,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DARKNESS,ANGLE,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,10800,S,AVENUE J,432,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,1,0,21,4,6,41.69900893,-87.53422208
6/27/2019 20:28,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,OTHER,"DARKNESS, LIGHTED ROAD",REAR END,OTHER,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,5152,N,MILWAUKEE AVE,1623,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,20,5,6,41.97396673,-87.76638825
6/17/2019 12:05,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,2650,W,PETERSON AVE,2413,3,INCAPACITATING INJURY,4,0,2,1,1,2,0,12,2,6,41.99056874,-87.69659414
6/26/2019 17:22,30,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4732,W,87TH ST,834,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,6,41.73466875,-87.73958088
6/23/2019 18:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,2500,S,DR MARTIN LUTHER KING JR DR,133,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,18,1,6,41.84751666,-87.61786267
6/25/2019 19:00,25,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4450,W,BELDEN AVE,2522,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,3,6,41.92262064,-87.7385712
6/25/2019 18:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,398,N,STATE ST,1831,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,3,6,41.88919261,-87.6281949
6/20/2019 16:00,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,134,S,LEAVITT ST,1223,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,5,6,41.8788425,-87.68162222
6/28/2019 20:45,15,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,ANGLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,UNABLE TO DETERMINE,NOT APPLICABLE,4521,W,NORTH AVE,2533,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,6,6,41.90959653,-87.73966936
