Test,Display,TestNumber,Trial,Subject,Response,TrueValue
"Length, Non-Aligned",1,5,D,53,0.75,0.8
"Length, Non-Aligned",1,5,D,54,0.9,0.8
"Length, Non-Aligned",1,5,D,55,0.75,0.8
"Length, Non-Aligned",1,5,D,56,0.66,0.8
"Length, Non-Aligned",1,5,D,57,0.65,0.8
"Length, Non-Aligned",1,5,D,58,0.85,0.8
"Length, Non-Aligned",1,5,D,59,0.9,0.8
"Length, Non-Aligned",1,5,D,60,0.75,0.8
"Length, Non-Aligned",1,5,D,61,0.7,0.8
"Length, Non-Aligned",1,5,D,62,0.6,0.8
"Length, Non-Aligned",1,5,D,63,0.75,0.8
"Length, Non-Aligned",1,5,D,64,0.8,0.8
"Length, Non-Aligned",1,5,D,65,0.75,0.8
"Length, Non-Aligned",1,5,D,66,0.95,0.8
"Length, Non-Aligned",1,5,D,67,0.75,0.8
"Length, Non-Aligned",1,5,D,68,0.75,0.8
"Length, Non-Aligned",1,5,D,69,0.7,0.8
"Length, Non-Aligned",1,5,D,70,0.4,0.8
"Length, Non-Aligned",1,5,D,71,0.65,0.8
"Length, Non-Aligned",1,5,D,72,0.5,0.8
"Length, Non-Aligned",1,5,D,73,1,0.8
"Length, Non-Aligned",1,5,D,74,0.55,0.8
"Length, Non-Aligned",1,5,D,75,0.7,0.8
"Length, Non-Aligned",1,5,D,76,0.5,0.8
"Length, Non-Aligned",1,5,D,77,0.85,0.8
"Length, Non-Aligned",1,5,D,78,0.65,0.8
"Length, Non-Aligned",1,5,D,79,0.9,0.8
"Length, Non-Aligned",1,5,D,80,0.75,0.8
"Length, Non-Aligned",1,5,D,81,0.6,0.8
"Length, Non-Aligned",1,5,D,82,0.8,0.8
"Length, Non-Aligned",1,5,D,83,0.75,0.8
"Length, Non-Aligned",1,5,D,84,0.6,0.8
"Length, Non-Aligned",1,5,D,85,0.9,0.8
"Length, Non-Aligned",1,5,D,86,0.7,0.8
"Length, Non-Aligned",1,5,D,87,0.7,0.8
"Length, Non-Aligned",1,5,D,88,0.85,0.8
"Length, Non-Aligned",1,5,D,89,0.9,0.8
"Length, Non-Aligned",1,5,D,90,0.67,0.8
"Length, Non-Aligned",1,5,D,91,0.8,0.8
"Length, Non-Aligned",1,5,D,92,0.8,0.8
"Length, Non-Aligned",2,6,B,1,0.4,0.47
"Length, Non-Aligned",2,6,B,2,0.45,0.47
"Length, Non-Aligned",2,6,B,3,0.45,0.47
"Length, Non-Aligned",2,6,B,4,0.5,0.47
"Length, Non-Aligned",2,6,B,5,0.5,0.47
"Length, Non-Aligned",2,6,B,6,0.5,0.47
"Length, Non-Aligned",2,6,B,7,0.5,0.47
"Length, Non-Aligned",2,6,B,8,0.5,0.47
"Length, Non-Aligned",2,6,B,9,0.3,0.47
"Length, Non-Aligned",2,6,B,10,0.6,0.47
"Length, Non-Aligned",2,6,B,11,0.35,0.47
"Length, Non-Aligned",2,6,B,12,0.5,0.47
"Length, Non-Aligned",2,6,B,13,0.28,0.47
"Length, Non-Aligned",2,6,B,14,0.3,0.47
"Length, Non-Aligned",2,6,B,15,0.4,0.47
"Length, Non-Aligned",2,6,B,16,0.35,0.47
"Length, Non-Aligned",2,6,B,17,0.4,0.47
"Length, Non-Aligned",2,6,B,18,0.5,0.47
"Length, Non-Aligned",2,6,B,19,0.5,0.47
"Length, Non-Aligned",2,6,B,20,0.5,0.47
"Length, Non-Aligned",2,6,B,21,0.3,0.47
"Length, Non-Aligned",2,6,B,22,0.5,0.47
"Length, Non-Aligned",2,6,B,23,0.3,0.47
"Length, Non-Aligned",2,6,B,24,0.3,0.47
"Length, Non-Aligned",2,6,B,25,0.33,0.47
"Length, Non-Aligned",2,6,B,26,1.04,0.47
"Length, Non-Aligned",2,6,B,27,0.5,0.47
"Length, Non-Aligned",2,6,B,28,0.6,0.47
"Length, Non-Aligned",2,6,B,29,0.4,0.47
"Length, Non-Aligned",2,6,B,30,0.45,0.47
"Length, Non-Aligned",2,6,B,31,0.3,0.47
"Length, Non-Aligned",2,6,B,32,0.4,0.47
"Length, Non-Aligned",2,6,B,33,0.35,0.47
"Length, Non-Aligned",2,6,B,34,0.4,0.47
"Length, Non-Aligned",2,6,B,35,0.4,0.47
"Length, Non-Aligned",2,6,B,36,0.45,0.47
"Length, Non-Aligned",2,6,B,37,0.3,0.47
"Length, Non-Aligned",2,6,B,38,0.25,0.47
"Length, Non-Aligned",2,6,B,39,0.5,0.47
"Length, Non-Aligned",2,6,B,40,0.5,0.47
"Length, Non-Aligned",2,6,B,41,0.45,0.47
"Length, Non-Aligned",2,6,B,42,0.5,0.47
"Length, Non-Aligned",2,6,B,43,0.5,0.47
"Length, Non-Aligned",2,6,B,44,0.45,0.47
"Length, Non-Aligned",2,6,B,45,0.5,0.47
"Length, Non-Aligned",2,6,B,46,0.5,0.47
"Length, Non-Aligned",2,6,B,47,0.4,0.47
"Length, Non-Aligned",2,6,B,48,0.5,0.47
"Length, Non-Aligned",2,6,B,49,0.5,0.47
"Length, Non-Aligned",2,6,B,50,0.4,0.47
"Length, Non-Aligned",2,6,B,51,0.4,0.47
"Length, Non-Aligned",2,6,B,52,0.5,0.47
"Length, Non-Aligned",2,6,B,53,0.4,0.47
"Length, Non-Aligned",2,6,B,54,0.5,0.47
"Length, Non-Aligned",2,6,B,55,0.5,0.47
"Length, Non-Aligned",2,6,B,56,0.33,0.47
"Length, Non-Aligned",2,6,B,57,0.4,0.47
"Length, Non-Aligned",2,6,B,58,0.5,0.47
"Length, Non-Aligned",2,6,B,59,0.33,0.47
"Length, Non-Aligned",2,6,B,60,0.4,0.47
"Length, Non-Aligned",2,6,B,61,0.3,0.47
"Length, Non-Aligned",2,6,B,62,0.45,0.47
"Length, Non-Aligned",2,6,B,63,0.33,0.47
"Length, Non-Aligned",2,6,B,64,0.3,0.47
"Length, Non-Aligned",2,6,B,65,0.5,0.47
"Length, Non-Aligned",2,6,B,66,0.5,0.47
"Length, Non-Aligned",2,6,B,67,0.5,0.47
"Length, Non-Aligned",2,6,B,68,0.33,0.47
"Length, Non-Aligned",2,6,B,69,0.5,0.47
"Length, Non-Aligned",2,6,B,70,0.8,0.47
"Length, Non-Aligned",2,6,B,71,0.2,0.47
"Length, Non-Aligned",2,6,B,72,0.2,0.47
"Length, Non-Aligned",2,6,B,73,0.5,0.47
"Length, Non-Aligned",2,6,B,74,0.2,0.47
"Length, Non-Aligned",2,6,B,75,0.5,0.47
"Length, Non-Aligned",2,6,B,76,0.5,0.47
"Length, Non-Aligned",2,6,B,77,0.5,0.47
"Length, Non-Aligned",2,6,B,78,0.43,0.47
"Length, Non-Aligned",2,6,B,79,0.25,0.47
"Length, Non-Aligned",2,6,B,80,0.4,0.47
"Length, Non-Aligned",2,6,B,81,0.2,0.47
"Length, Non-Aligned",2,6,B,82,0.33,0.47
"Length, Non-Aligned",2,6,B,83,0.6,0.47
"Length, Non-Aligned",2,6,B,84,0.4,0.47
"Length, Non-Aligned",2,6,B,85,0.4,0.47
"Length, Non-Aligned",2,6,B,86,0.4,0.47
"Length, Non-Aligned",2,6,B,87,0.4,0.47
"Length, Non-Aligned",2,6,B,88,0.5,0.47
"Length, Non-Aligned",2,6,B,89,0.3,0.47
"Length, Non-Aligned",2,6,B,90,0.4,0.47
"Length, Non-Aligned",2,6,B,91,0.5,0.47
"Length, Non-Aligned",2,6,B,92,0.3,0.47
"Length, Non-Aligned",2,6,C,1,0.1,0.13
"Length, Non-Aligned",2,6,C,2,0.1,0.13
"Length, Non-Aligned",2,6,C,3,0.1,0.13
"Length, Non-Aligned",2,6,C,4,0.15,0.13
"Length, Non-Aligned",2,6,C,5,0.15,0.13
"Length, Non-Aligned",2,6,C,6,0.5,0.13
"Length, Non-Aligned",2,6,C,7,0.15,0.13
"Length, Non-Aligned",2,6,C,8,0.1,0.13
"Length, Non-Aligned",2,6,C,9,0.15,0.13
"Length, Non-Aligned",2,6,C,10,0.2,0.13
"Length, Non-Aligned",2,6,C,11,0.1,0.13
"Length, Non-Aligned",2,6,C,12,0.5,0.13
"Length, Non-Aligned",2,6,C,13,0.05,0.13
"Length, Non-Aligned",2,6,C,14,0.1,0.13
"Length, Non-Aligned",2,6,C,15,0.1,0.13
"Length, Non-Aligned",2,6,C,16,0.1,0.13
"Length, Non-Aligned",2,6,C,17,0.5,0.13
"Length, Non-Aligned",2,6,C,18,0.2,0.13
"Length, Non-Aligned",2,6,C,19,0.1,0.13
"Length, Non-Aligned",2,6,C,20,0.1,0.13
"Length, Non-Aligned",2,6,C,21,0.1,0.13
"Length, Non-Aligned",2,6,C,22,0.1,0.13
"Length, Non-Aligned",2,6,C,23,0.1,0.13
"Length, Non-Aligned",2,6,C,24,0.1,0.13
"Length, Non-Aligned",2,6,C,25,0.1,0.13
"Length, Non-Aligned",2,6,C,26,0.05,0.13
"Length, Non-Aligned",2,6,C,27,0.15,0.13
"Length, Non-Aligned",2,6,C,28,0.1,0.13
"Length, Non-Aligned",2,6,C,29,0.15,0.13
"Length, Non-Aligned",2,6,C,30,0.1,0.13
"Length, Non-Aligned",2,6,C,31,0.08,0.13
"Length, Non-Aligned",2,6,C,32,0.1,0.13
"Length, Non-Aligned",2,6,C,33,0.08,0.13
"Length, Non-Aligned",2,6,C,34,0.1,0.13
"Length, Non-Aligned",2,6,C,35,0.2,0.13
"Length, Non-Aligned",2,6,C,36,0.1,0.13
"Length, Non-Aligned",2,6,C,37,0.1,0.13
"Length, Non-Aligned",2,6,C,38,0.2,0.13
"Length, Non-Aligned",2,6,C,39,0.18,0.13
"Length, Non-Aligned",2,6,C,40,0.5,0.13
"Length, Non-Aligned",2,6,C,41,0.1,0.13
"Length, Non-Aligned",2,6,C,42,0.15,0.13
"Length, Non-Aligned",2,6,C,43,0.25,0.13
"Length, Non-Aligned",2,6,C,44,0.1,0.13
"Length, Non-Aligned",2,6,C,45,0.1,0.13
"Length, Non-Aligned",2,6,C,46,0.1,0.13
"Length, Non-Aligned",2,6,C,47,0.15,0.13
"Length, Non-Aligned",2,6,C,48,0.25,0.13
"Length, Non-Aligned",2,6,C,49,0.2,0.13
"Length, Non-Aligned",2,6,C,50,0.2,0.13
"Length, Non-Aligned",2,6,C,51,0.1,0.13
"Length, Non-Aligned",2,6,C,52,0.15,0.13
"Length, Non-Aligned",2,6,C,53,0.1,0.13
"Length, Non-Aligned",2,6,C,54,0.2,0.13
"Length, Non-Aligned",2,6,C,55,0.1,0.13
"Length, Non-Aligned",2,6,C,56,0.1,0.13
"Length, Non-Aligned",2,6,C,57,0.15,0.13
"Length, Non-Aligned",2,6,C,58,0.15,0.13
"Length, Non-Aligned",2,6,C,59,0.1,0.13
"Length, Non-Aligned",2,6,C,60,0.1,0.13
"Length, Non-Aligned",2,6,C,61,0.1,0.13
"Length, Non-Aligned",2,6,C,62,0.1,0.13
"Length, Non-Aligned",2,6,C,63,0.1,0.13
"Length, Non-Aligned",2,6,C,64,0.05,0.13
"Length, Non-Aligned",2,6,C,65,0.15,0.13
"Length, Non-Aligned",2,6,C,66,0.1,0.13
"Length, Non-Aligned",2,6,C,67,0.25,0.13
"Length, Non-Aligned",2,6,C,68,0.15,0.13
"Length, Non-Aligned",2,6,C,69,0.1,0.13
"Length, Non-Aligned",2,6,C,70,0.7,0.13
"Length, Non-Aligned",2,6,C,71,0.3,0.13
"Length, Non-Aligned",2,6,C,72,0.05,0.13
"Length, Non-Aligned",2,6,C,73,0.15,0.13
"Length, Non-Aligned",2,6,C,74,0.05,0.13
"Length, Non-Aligned",2,6,C,75,0.1,0.13
"Length, Non-Aligned",2,6,C,76,0.1,0.13
"Length, Non-Aligned",2,6,C,77,0.15,0.13
"Length, Non-Aligned",2,6,C,78,0.17,0.13
"Length, Non-Aligned",2,6,C,79,0.05,0.13
"Length, Non-Aligned",2,6,C,80,0.15,0.13
"Length, Non-Aligned",2,6,C,81,0.05,0.13
"Length, Non-Aligned",2,6,C,82,0.1,0.13
"Length, Non-Aligned",2,6,C,83,0.15,0.13
"Length, Non-Aligned",2,6,C,84,0.2,0.13
"Length, Non-Aligned",2,6,C,85,0.1,0.13
"Length, Non-Aligned",2,6,C,86,0.1,0.13
"Length, Non-Aligned",2,6,C,87,0.1,0.13
"Length, Non-Aligned",2,6,C,88,0.25,0.13
"Length, Non-Aligned",2,6,C,89,0.1,0.13
"Length, Non-Aligned",2,6,C,90,0.1,0.13
"Length, Non-Aligned",2,6,C,91,0.1,0.13
"Length, Non-Aligned",2,6,C,92,0.4,0.13
"Length, Non-Aligned",2,6,D,1,1,0.8
"Length, Non-Aligned",2,6,D,2,0.7,0.8
"Length, Non-Aligned",2,6,D,3,0.7,0.8
"Length, Non-Aligned",2,6,D,4,0.9,0.8
"Length, Non-Aligned",2,6,D,5,0.8,0.8
"Length, Non-Aligned",2,6,D,6,0.5,0.8
"Length, Non-Aligned",2,6,D,7,0.7,0.8
"Length, Non-Aligned",2,6,D,8,0.8,0.8
"Length, Non-Aligned",2,6,D,9,0.8,0.8
"Length, Non-Aligned",2,6,D,10,0.9,0.8
"Length, Non-Aligned",2,6,D,11,0.7,0.8
"Length, Non-Aligned",2,6,D,12,0.5,0.8
"Length, Non-Aligned",2,6,D,13,0.82,0.8
"Length, Non-Aligned",2,6,D,14,0.6,0.8
"Length, Non-Aligned",2,6,D,15,0.8,0.8
"Length, Non-Aligned",2,6,D,16,0.8,0.8
"Length, Non-Aligned",2,6,D,17,0.2,0.8
"Length, Non-Aligned",2,6,D,18,1,0.8
"Length, Non-Aligned",2,6,D,19,0.75,0.8
"Length, Non-Aligned",2,6,D,20,0.8,0.8
"Length, Non-Aligned",2,6,D,21,0.75,0.8
"Length, Non-Aligned",2,6,D,22,0.65,0.8
"Length, Non-Aligned",2,6,D,23,0.72,0.8
"Length, Non-Aligned",2,6,D,24,0.8,0.8
"Length, Non-Aligned",2,6,D,25,0.6,0.8
"Length, Non-Aligned",2,6,D,26,0.25,0.8
"Length, Non-Aligned",2,6,D,27,0.8,0.8
"Length, Non-Aligned",2,6,D,28,0.8,0.8
"Length, Non-Aligned",2,6,D,29,0.8,0.8
"Length, Non-Aligned",2,6,D,30,0.8,0.8
"Length, Non-Aligned",2,6,D,31,0.75,0.8
"Length, Non-Aligned",2,6,D,32,0.8,0.8
"Length, Non-Aligned",2,6,D,33,0.9,0.8
"Length, Non-Aligned",2,6,D,34,0.6,0.8
"Length, Non-Aligned",2,6,D,35,0.9,0.8
"Length, Non-Aligned",2,6,D,36,0.85,0.8
"Length, Non-Aligned",2,6,D,37,0.6,0.8
"Length, Non-Aligned",2,6,D,38,0.6,0.8
"Length, Non-Aligned",2,6,D,39,0.7,0.8
"Length, Non-Aligned",2,6,D,40,0.45,0.8
"Length, Non-Aligned",2,6,D,41,0.8,0.8
"Length, Non-Aligned",2,6,D,42,0.8,0.8
"Length, Non-Aligned",2,6,D,43,0.75,0.8
"Length, Non-Aligned",2,6,D,44,0.8,0.8
"Length, Non-Aligned",2,6,D,45,0.8,0.8
"Length, Non-Aligned",2,6,D,46,0.75,0.8
"Length, Non-Aligned",2,6,D,47,0.9,0.8
"Length, Non-Aligned",2,6,D,48,0.75,0.8
"Length, Non-Aligned",2,6,D,49,0.8,0.8
"Length, Non-Aligned",2,6,D,50,0.75,0.8
"Length, Non-Aligned",2,6,D,51,0.6,0.8
"Length, Non-Aligned",2,6,D,52,0.85,0.8
"Length, Non-Aligned",2,6,D,53,0.75,0.8
"Length, Non-Aligned",2,6,D,54,0.5,0.8
"Length, Non-Aligned",2,6,D,55,0.75,0.8
"Length, Non-Aligned",2,6,D,56,0.8,0.8
"Length, Non-Aligned",2,6,D,57,0.9,0.8
"Length, Non-Aligned",2,6,D,58,0.95,0.8
"Length, Non-Aligned",2,6,D,59,0.95,0.8
"Length, Non-Aligned",2,6,D,60,0.6,0.8
"Length, Non-Aligned",2,6,D,61,0.7,0.8
"Length, Non-Aligned",2,6,D,62,0.8,0.8
"Length, Non-Aligned",2,6,D,63,0.65,0.8
"Length, Non-Aligned",2,6,D,64,0.8,0.8
"Length, Non-Aligned",2,6,D,65,0.85,0.8
"Length, Non-Aligned",2,6,D,66,0.9,0.8
"Length, Non-Aligned",2,6,D,67,0.75,0.8
"Length, Non-Aligned",2,6,D,68,0.8,0.8
"Length, Non-Aligned",2,6,D,69,0.8,0.8
"Length, Non-Aligned",2,6,D,70,0.9,0.8
"Length, Non-Aligned",2,6,D,71,0.2,0.8
"Length, Non-Aligned",2,6,D,72,0.5,0.8
"Length, Non-Aligned",2,6,D,73,0.8,0.8
"Length, Non-Aligned",2,6,D,74,0.5,0.8
"Length, Non-Aligned",2,6,D,75,0.8,0.8
"Length, Non-Aligned",2,6,D,76,0.75,0.8
"Length, Non-Aligned",2,6,D,77,0.7,0.8
"Length, Non-Aligned",2,6,D,78,0.78,0.8
"Length, Non-Aligned",2,6,D,79,0.7,0.8
"Length, Non-Aligned",2,6,D,80,0.7,0.8
"Length, Non-Aligned",2,6,D,81,0.65,0.8
"Length, Non-Aligned",2,6,D,82,0.75,0.8
"Length, Non-Aligned",2,6,D,83,0.9,0.8
"Length, Non-Aligned",2,6,D,84,0.6,0.8
"Length, Non-Aligned",2,6,D,85,0.6,0.8
"Length, Non-Aligned",2,6,D,86,0.7,0.8
"Length, Non-Aligned",2,6,D,87,0.8,0.8
"Length, Non-Aligned",2,6,D,88,1,0.8
"Length, Non-Aligned",2,6,D,89,0.9,0.8
"Length, Non-Aligned",2,6,D,90,0.8,0.8
"Length, Non-Aligned",2,6,D,91,0.8,0.8
"Length, Non-Aligned",2,6,D,92,0.2,0.8
Slope,1,7,B,1,0.85,0.6
Slope,1,7,B,2,0.6,0.6
Slope,1,7,B,3,0.8,0.6
Slope,1,7,B,4,0.8,0.6
Slope,1,7,B,5,0.6,0.6
Slope,1,7,B,6,0.5,0.6
Slope,1,7,B,7,0.6,0.6
Slope,1,7,B,8,0.5,0.6
Slope,1,7,B,9,0.4,0.6
Slope,1,7,B,10,0.85,0.6
Slope,1,7,B,11,0.6,0.6
Slope,1,7,B,12,0.5,0.6
Slope,1,7,B,13,0.86,0.6
Slope,1,7,B,14,0.7,0.6
Slope,1,7,B,15,0.7,0.6
Slope,1,7,B,16,0.8,0.6
Slope,1,7,B,17,0.9,0.6
Slope,1,7,B,18,0.8,0.6
Slope,1,7,B,19,0.8,0.6
Slope,1,7,B,20,0.66,0.6
Slope,1,7,B,21,0.75,0.6
Slope,1,7,B,22,0.6,0.6
Slope,1,7,B,23,0.05,0.6
Slope,1,7,B,24,0.75,0.6
Slope,1,7,B,25,0.3,0.6
Slope,1,7,B,26,0.25,0.6
Slope,1,7,B,27,0.8,0.6
Slope,1,7,B,28,0.8,0.6
Slope,1,7,B,29,0.7,0.6
Slope,1,7,B,30,1.05,0.6
Slope,1,7,B,31,0.75,0.6
Slope,1,7,B,32,1.1,0.6
Slope,1,7,B,33,0.5,0.6
Slope,1,7,B,34,0.75,0.6
Slope,1,7,B,35,0.95,0.6
Slope,1,7,B,36,0.75,0.6
Slope,1,7,B,37,0.5,0.6
Slope,1,7,B,38,0.4,0.6
Slope,1,7,B,39,0.6,0.6
Slope,1,7,B,40,0.6,0.6
Slope,1,7,B,41,0.3,0.6
Slope,1,7,B,42,0.8,0.6
Slope,1,7,B,43,0.15,0.6
Slope,1,7,B,44,0.65,0.6
Slope,1,7,B,45,0.8,0.6
Slope,1,7,B,46,0.5,0.6
Slope,1,7,B,47,0.9,0.6
Slope,1,7,B,48,0.75,0.6
Slope,1,7,B,49,0.8,0.6
Slope,1,7,B,50,0.9,0.6
Slope,1,7,B,51,0.3,0.6
Slope,1,7,B,52,0.85,0.6
Slope,1,7,B,53,0.4,0.6
Slope,1,7,B,54,0.85,0.6
Slope,1,7,B,55,0.3,0.6
Slope,1,7,B,56,0.7,0.6
Slope,1,7,B,57,0.6,0.6
Slope,1,7,B,58,0.45,0.6
Slope,1,7,B,59,0.9,0.6
Slope,1,7,B,60,0.8,0.6
Slope,1,7,B,61,0.6,0.6
Slope,1,7,B,62,0.9,0.6
Slope,1,7,B,63,0.8,0.6
Slope,1,7,B,64,0.8,0.6
Slope,1,7,B,65,0.8,0.6
Slope,1,7,B,66,0.5,0.6
Slope,1,7,B,67,0.1,0.6
Slope,1,7,B,68,0.75,0.6
Slope,1,7,B,69,0.9,0.6
Slope,1,7,B,70,0.8,0.6
Slope,1,7,B,71,0.7,0.6
Slope,1,7,B,72,0.8,0.6
Slope,1,7,B,73,0.66,0.6
Slope,1,7,B,74,0.7,0.6
Slope,1,7,B,75,0.9,0.6
Slope,1,7,B,76,0.8,0.6
Slope,1,7,B,77,0.85,0.6
Slope,1,7,B,78,0.83,0.6
Slope,1,7,B,79,0.3,0.6
Slope,1,7,B,80,0.6,0.6
Slope,1,7,B,81,0.8,0.6
Slope,1,7,B,82,0.25,0.6
Slope,1,7,B,83,0.8,0.6
Slope,1,7,B,84,0.7,0.6
Slope,1,7,B,85,0.7,0.6
Slope,1,7,B,86,0.9,0.6
Slope,1,7,B,87,0.8,0.6
Slope,1,7,B,88,0.9,0.6
Slope,1,7,B,89,0.8,0.6
Slope,1,7,B,90,0.6,0.6
Slope,1,7,B,91,0.7,0.6
Slope,1,7,B,92,0.7,0.6
Slope,1,7,C,1,0.85,0.55
Slope,1,7,C,2,0.7,0.55
Slope,1,7,C,3,0.7,0.55
Slope,1,7,C,4,0.8,0.55
Slope,1,7,C,5,0.6,0.55
Slope,1,7,C,6,0.5,0.55
Slope,1,7,C,7,0.5,0.55
Slope,1,7,C,8,0.5,0.55
Slope,1,7,C,9,0.3,0.55
Slope,1,7,C,10,0.67,0.55
Slope,1,7,C,11,0.5,0.55
Slope,1,7,C,12,0.5,0.55
Slope,1,7,C,13,0.86,0.55
Slope,1,7,C,14,0.7,0.55
Slope,1,7,C,15,0.7,0.55
Slope,1,7,C,16,0.79,0.55
Slope,1,7,C,17,0.6,0.55
Slope,1,7,C,18,0.6,0.55
Slope,1,7,C,19,0.7,0.55
Slope,1,7,C,20,0.5,0.55
Slope,1,7,C,21,0.6,0.55
Slope,1,7,C,22,0.5,0.55
Slope,1,7,C,23,0.07,0.55
Slope,1,7,C,24,0.75,0.55
Slope,1,7,C,25,0.5,0.55
Slope,1,7,C,26,0.25,0.55
Slope,1,7,C,27,0.8,0.55
Slope,1,7,C,28,0.6,0.55
Slope,1,7,C,29,0.8,0.55
Slope,1,7,C,30,1.06,0.55
Slope,1,7,C,31,0.65,0.55
Slope,1,7,C,32,1.05,0.55
Slope,1,7,C,33,0.5,0.55
Slope,1,7,C,34,0.6,0.55
Slope,1,7,C,35,0.95,0.55
Slope,1,7,C,36,0.65,0.55
Slope,1,7,C,37,0.65,0.55
Slope,1,7,C,38,0.5,0.55
Slope,1,7,C,39,0.5,0.55
Slope,1,7,C,40,0.7,0.55
Slope,1,7,C,41,0.2,0.55
Slope,1,7,C,42,0.8,0.55
Slope,1,7,C,43,0.05,0.55
Slope,1,7,C,44,0.65,0.55
Slope,1,7,C,45,0.6,0.55
Slope,1,7,C,46,0.5,0.55
Slope,1,7,C,47,0.9,0.55
Slope,1,7,C,48,0.5,0.55
Slope,1,7,C,49,0.6,0.55
Slope,1,7,C,50,0.9,0.55
Slope,1,7,C,51,0.4,0.55
Slope,1,7,C,52,0.85,0.55
Slope,1,7,C,53,0.5,0.55
Slope,1,7,C,54,0.8,0.55
Slope,1,7,C,55,0.5,0.55
Slope,1,7,C,56,0.6,0.55
Slope,1,7,C,57,0.5,0.55
Slope,1,7,C,58,0.33,0.55
Slope,1,7,C,59,0.92,0.55
Slope,1,7,C,60,0.7,0.55
Slope,1,7,C,61,0.55,0.55
Slope,1,7,C,62,0.9,0.55
Slope,1,7,C,63,0.8,0.55
Slope,1,7,C,64,0.7,0.55
Slope,1,7,C,65,0.6,0.55
Slope,1,7,C,66,0.5,0.55
Slope,1,7,C,67,0.1,0.55
Slope,1,7,C,68,0.75,0.55
Slope,1,7,C,69,0.7,0.55
Slope,1,7,C,70,0.8,0.55
Slope,1,7,C,71,0.7,0.55
Slope,1,7,C,72,0.8,0.55
Slope,1,7,C,73,0.66,0.55
Slope,1,7,C,74,0.7,0.55
Slope,1,7,C,75,0.8,0.55
Slope,1,7,C,76,0.7,0.55
Slope,1,7,C,77,0.8,0.55
Slope,1,7,C,78,0.78,0.55
Slope,1,7,C,79,0.45,0.55
Slope,1,7,C,80,0.55,0.55
Slope,1,7,C,81,0.7,0.55
Slope,1,7,C,82,0.2,0.55
Slope,1,7,C,83,0.8,0.55
Slope,1,7,C,84,0.6,0.55
Slope,1,7,C,85,0.75,0.55
Slope,1,7,C,86,0.9,0.55
Slope,1,7,C,87,0.75,0.55
Slope,1,7,C,88,0.9,0.55
Slope,1,7,C,89,0.8,0.55
Slope,1,7,C,90,0.7,0.55
Slope,1,7,C,91,0.7,0.55
Slope,1,7,C,92,0.6,0.55
Slope,1,7,D,1,1,0.8
Slope,1,7,D,2,0.8,0.8
Slope,1,7,D,3,0.8,0.8
Slope,1,7,D,4,0.9,0.8
Slope,1,7,D,5,1,0.8
Slope,1,7,D,6,1,0.8
Slope,1,7,D,7,0.9,0.8
Slope,1,7,D,8,1,0.8
Slope,1,7,D,9,0.9,0.8
Slope,1,7,D,10,0.97,0.8
Slope,1,7,D,11,0.65,0.8
Slope,1,7,D,12,0.5,0.8
Slope,1,7,D,13,1,0.8
Slope,1,7,D,14,1,0.8
Slope,1,7,D,15,0.9,0.8
Slope,1,7,D,16,1,0.8
Slope,1,7,D,17,0.8,0.8
Slope,1,7,D,18,1,0.8
Slope,1,7,D,19,0.9,0.8
Slope,1,7,D,20,0.8,0.8
Slope,1,7,D,21,0.8,0.8
Slope,1,7,D,22,0.8,0.8
Slope,1,7,D,23,0.02,0.8
Slope,1,7,D,24,1,0.8
Slope,1,7,D,25,1,0.8
Slope,1,7,D,26,0.25,0.8
Slope,1,7,D,27,0.9,0.8
Slope,1,7,D,28,1,0.8
Slope,1,7,D,29,0.9,0.8
Slope,1,7,D,30,1.03,0.8
Slope,1,7,D,31,0.9,0.8
Slope,1,7,D,32,1,0.8
Slope,1,7,D,33,1,0.8
Slope,1,7,D,34,1,0.8
Slope,1,7,D,35,0.97,0.8
Slope,1,7,D,36,0.95,0.8
Slope,1,7,D,37,0.95,0.8
Slope,1,7,D,38,0.9,0.8
Slope,1,7,D,39,0.9,0.8
Slope,1,7,D,40,0.9,0.8
Slope,1,7,D,41,0.4,0.8
Slope,1,7,D,42,0.9,0.8
Slope,1,7,D,43,0.05,0.8
Slope,1,7,D,44,1,0.8
Slope,1,7,D,45,1,0.8
Slope,1,7,D,46,1,0.8
Slope,1,7,D,47,1,0.8
Slope,1,7,D,48,0.75,0.8
Slope,1,7,D,49,0.9,0.8
Slope,1,7,D,50,1,0.8
Slope,1,7,D,51,0.2,0.8
Slope,1,7,D,52,0.95,0.8
Slope,1,7,D,53,0.8,0.8
Slope,1,7,D,54,1,0.8
Slope,1,7,D,55,0.1,0.8
Slope,1,7,D,56,1,0.8
Slope,1,7,D,57,0.9,0.8
Slope,1,7,D,58,0.9,0.8
Slope,1,7,D,59,0.95,0.8
Slope,1,7,D,60,0.9,0.8
Slope,1,7,D,61,0.95,0.8
Slope,1,7,D,62,1,0.8
Slope,1,7,D,63,0.9,0.8
Slope,1,7,D,64,0.8,0.8
Slope,1,7,D,65,0.9,0.8
Slope,1,7,D,66,0.66,0.8
Slope,1,7,D,67,0.2,0.8
Slope,1,7,D,68,1,0.8
Slope,1,7,D,69,0.8,0.8
Slope,1,7,D,70,1,0.8
Slope,1,7,D,71,0.8,0.8
Slope,1,7,D,72,0.9,0.8
Slope,1,7,D,73,1,0.8
Slope,1,7,D,74,0.9,0.8
Slope,1,7,D,75,1,0.8
