Station,Date,Time,WL,Sigma,I,L
9431647,9/26/2003,18:00,1.871,0.052,0,0
9431647,9/26/2003,19:00,2.259,0.048,0,0
9431647,9/26/2003,20:00,2.298,0.057,0,0
9431647,9/26/2003,21:00,2.076,0.073,0,0
9431647,9/26/2003,22:00,1.631,0.065,0,0
9431647,9/26/2003,23:00,1.091,0.039,0,0
9431647,9/27/2003,0:00,0.621,0.045,0,0
9431647,9/27/2003,1:00,0.228,0.04,0,0
9431647,9/27/2003,2:00,0.16,0.04,0,0
9431647,9/27/2003,3:00,0.293,0.041,0,0
9431647,9/27/2003,4:00,0.692,0.034,0,0
9431647,9/27/2003,5:00,1.207,0.055,0,0
9431647,9/27/2003,6:00,1.721,0.05,0,0
9431647,9/27/2003,7:00,2.105,0.052,0,0
9431647,9/27/2003,8:00,2.229,0.044,0,0
9431647,9/27/2003,9:00,2.135,0.067,0,0
9431647,9/27/2003,10:00,1.755,0.054,0,0
9431647,9/27/2003,11:00,1.26,0.058,0,0
9431647,9/27/2003,12:00,0.752,0.048,0,0
9431647,9/27/2003,13:00,0.348,0.046,0,0
9431647,9/27/2003,14:00,0.172,0.054,0,0
9431647,9/27/2003,15:00,0.294,0.057,0,0
9431647,9/27/2003,16:00,0.645,0.041,0,0
9431647,9/27/2003,17:00,1.213,0.055,0,0
9431647,9/27/2003,18:00,1.781,0.083,0,0
9431647,9/27/2003,19:00,2.242,0.071,0,0
9431647,9/27/2003,20:00,2.462,0.072,0,0
9431647,9/27/2003,21:00,2.399,0.067,0,0
9431647,9/27/2003,22:00,2.051,0.069,0,0
9431647,9/27/2003,23:00,1.51,0.058,0,0
9431647,9/28/2003,0:00,0.898,0.057,0,0
9431647,9/28/2003,1:00,0.363,0.043,0,0
9431647,9/28/2003,2:00,0.039,0.05,0,0
9431647,9/28/2003,3:00,-0.009,0.045,0,0
9431647,9/28/2003,4:00,0.203,0.042,0,0
9431647,9/28/2003,5:00,0.638,0.068,0,0
9431647,9/28/2003,6:00,1.189,0.055,0,0
9431647,9/28/2003,7:00,1.704,0.075,0,0
9431647,9/28/2003,8:00,2.048,0.06,0,0
9431647,9/28/2003,9:00,2.143,0.057,0,0
9431647,9/28/2003,10:00,2.014,0.04,0,0
9431647,9/28/2003,11:00,1.633,0.065,0,0
9431647,9/28/2003,12:00,1.167,0.032,0,0
9431647,9/28/2003,13:00,0.719,0.046,0,0
9431647,9/28/2003,14:00,0.444,0.035,0,0
9431647,9/28/2003,15:00,0.355,0.033,0,0
9431647,9/28/2003,16:00,0.597,0.039,0,0
9431647,9/28/2003,17:00,1.016,0.05,0,0
9431647,9/28/2003,18:00,1.564,0.046,0,0
9431647,9/28/2003,19:00,2.063,0.051,0,0
9431647,9/28/2003,20:00,2.394,0.049,0,0
9431647,9/28/2003,21:00,2.508,0.055,0,0
9431647,9/28/2003,22:00,2.31,0.047,0,0
9431647,9/28/2003,23:00,1.903,0.057,0,0
9431647,9/29/2003,0:00,1.279,0.044,0,0
9431647,9/29/2003,1:00,0.649,0.06,0,0
9431647,9/29/2003,2:00,0.155,0.048,0,0
9431647,9/29/2003,3:00,-0.116,0.028,0,0
9431647,9/29/2003,4:00,-0.128,0.027,0,0
9431647,9/29/2003,5:00,0.138,0.045,0,0
9431647,9/29/2003,6:00,0.614,0.039,0,0
9431647,9/29/2003,7:00,1.155,0.052,0,0
9431647,9/29/2003,8:00,1.634,0.047,0,0
9431647,9/29/2003,9:00,1.963,0.052,0,0
9431647,9/29/2003,10:00,2.012,0.046,0,0
9431647,9/29/2003,11:00,1.873,0.047,0,0
9431647,9/29/2003,12:00,1.551,0.048,0,0
9431647,9/29/2003,13:00,1.128,0.037,0,0
9431647,9/29/2003,14:00,0.796,0.045,0,0
9431647,9/29/2003,15:00,0.616,0.035,0,0
9431647,9/29/2003,16:00,0.661,0.031,0,0
9431647,9/29/2003,17:00,0.924,0.041,0,0
9431647,9/29/2003,18:00,1.327,0.039,0,0
9431647,9/29/2003,19:00,1.81,0.047,0,0
9431647,9/29/2003,20:00,2.221,0.066,0,0
9431647,9/29/2003,21:00,2.481,0.047,0,0
9431647,9/29/2003,22:00,2.473,0.051,0,0
9431647,9/29/2003,23:00,2.192,0.062,0,0
9431647,9/30/2003,0:00,1.699,0.047,0,0
9431647,9/30/2003,1:00,1.093,0.033,0,0
9431647,9/30/2003,2:00,0.5,0.048,0,0
9431647,9/30/2003,3:00,0.012,0.036,0,0
9431647,9/30/2003,4:00,-0.204,0.024,0,0
9431647,9/30/2003,5:00,-0.163,0.032,0,0
9431647,9/30/2003,6:00,0.135,0.025,0,0
9431647,9/30/2003,7:00,0.575,0.039,0,0
9431647,9/30/2003,8:00,1.073,0.045,0,0
9431647,9/30/2003,9:00,1.5,0.042,0,0
9431647,9/30/2003,10:00,1.781,0.042,0,0
9431647,9/30/2003,11:00,1.851,0.043,0,0
9431647,9/30/2003,12:00,1.74,0.038,0,0
9431647,9/30/2003,13:00,1.458,0.039,0,0
9431647,9/30/2003,14:00,1.145,0.052,0,0
9431647,9/30/2003,15:00,0.89,0.033,0,0
9431647,9/30/2003,16:00,0.811,0.051,0,0
9431647,9/30/2003,17:00,0.89,0.046,0,0
9431647,9/30/2003,18:00,1.195,0.048,0,0
9431647,9/30/2003,19:00,1.571,0.041,0,0
9431647,9/30/2003,20:00,1.972,0.057,0,0
9431647,9/30/2003,21:00,2.304,0.044,0,0
9431647,9/30/2003,22:00,2.455,0.044,0,0
9431647,9/30/2003,23:00,2.384,0.041,0,0
9431647,10/1/2003,0:00,2.063,0.042,0,0
9431647,10/1/2003,1:00,1.594,0.038,0,0
9431647,10/1/2003,2:00,1.024,0.044,0,0
9431647,10/1/2003,3:00,0.465,0.033,0,0
9431647,10/1/2003,4:00,0.06,0.031,0,0
9431647,10/1/2003,5:00,-0.144,0.036,0,0
9431647,10/1/2003,6:00,-0.096,0.022,0,0
9431647,10/1/2003,7:00,0.167,0.027,0,0
9431647,10/1/2003,8:00,0.538,0.04,0,0
9431647,10/1/2003,9:00,0.99,0.044,0,0
9431647,10/1/2003,10:00,1.339,0.045,0,0
9431647,10/1/2003,11:00,1.601,0.042,0,0
9431647,10/1/2003,12:00,1.685,0.032,0,0
9431647,10/1/2003,13:00,1.608,0.035,0,0
9431647,10/1/2003,14:00,1.448,0.038,0,0
9431647,10/1/2003,15:00,1.21,0.039,0,0
9431647,10/1/2003,16:00,1.033,0.037,0,0
9431647,10/1/2003,17:00,0.971,0.035,0,0
9431647,10/1/2003,18:00,1.061,0.035,0,0
9431647,10/1/2003,19:00,1.291,0.033,0,0
9431647,10/1/2003,20:00,1.604,0.041,0,0
9431647,10/1/2003,21:00,1.917,0.042,0,0
9431647,10/1/2003,22:00,2.144,0.038,0,0
9431647,10/1/2003,23:00,2.249,0.033,0,0
9431647,10/2/2003,0:00,2.167,0.034,0,0
9431647,10/2/2003,1:00,1.883,0.04,0,0
9431647,10/2/2003,2:00,1.454,0.04,0,0
9431647,10/2/2003,3:00,0.924,0.033,0,0
9431647,10/2/2003,4:00,0.45,0.03,0,0
9431647,10/2/2003,5:00,0.063,0.027,0,0
9431647,10/2/2003,6:00,-0.104,0.024,0,0
9431647,10/2/2003,7:00,-0.11,0.027,0,0
9431647,10/2/2003,8:00,0.14,0.041,0,0
9431647,10/2/2003,9:00,0.452,0.026,0,0
9431647,10/2/2003,10:00,0.836,0.034,0,0
9431647,10/2/2003,11:00,1.211,0.041,0,0
9431647,10/2/2003,12:00,1.453,0.039,0,0
9431647,10/2/2003,13:00,1.595,0.05,0,0
9431647,10/2/2003,14:00,1.571,0.038,0,0
9431647,10/2/2003,15:00,1.473,0.039,0,0
9431647,10/2/2003,16:00,1.325,0.068,0,0
9431647,10/2/2003,17:00,1.197,0.077,0,0
9431647,10/2/2003,18:00,1.123,0.043,0,0
9431647,10/2/2003,19:00,1.187,0.049,0,0
9431647,10/2/2003,20:00,1.363,0.054,0,0
9431647,10/2/2003,21:00,1.589,0.054,0,0
9431647,10/2/2003,22:00,1.873,0.049,0,0
9431647,10/2/2003,23:00,2.064,0.037,0,0
9431647,10/3/2003,0:00,2.164,0.052,0,0
9431647,10/3/2003,1:00,2.102,0.067,0,0
9431647,10/3/2003,2:00,1.86,0.074,0,0
9431647,10/3/2003,3:00,1.488,0.063,0,0
9431647,10/3/2003,4:00,1.024,0.04,0,0
9431647,10/3/2003,5:00,0.588,0.035,0,0
9431647,10/3/2003,6:00,0.213,0.049,0,0
9431647,10/3/2003,7:00,0.033,0.045,0,0
9431647,10/3/2003,8:00,-0.011,0.033,0,0
9431647,10/3/2003,9:00,0.139,0.044,0,0
9431647,10/3/2003,10:00,0.425,0.045,0,0
9431647,10/3/2003,11:00,0.796,0.039,0,0
9431647,10/3/2003,12:00,1.165,0.06,0,0
9431647,10/3/2003,13:00,1.444,0.052,0,0
9431647,10/3/2003,14:00,1.636,0.064,0,0
9431647,10/3/2003,15:00,1.698,0.048,0,0
9431647,10/3/2003,16:00,1.614,0.053,0,0
9431647,10/3/2003,17:00,1.496,0.05,0,0
9431647,10/3/2003,18:00,1.341,0.067,0,0
9431647,10/3/2003,19:00,1.269,0.039,0,0
9431647,10/3/2003,20:00,1.252,0.043,0,0
9431647,10/3/2003,21:00,1.356,0.054,0,0
9431647,10/3/2003,22:00,1.547,0.05,0,0
9431647,10/3/2003,23:00,1.763,0.073,0,0
9431647,10/4/2003,0:00,1.975,0.071,0,0
9431647,10/4/2003,1:00,2.061,0.061,0,0
9431647,10/4/2003,2:00,2.047,0.057,0,0
9431647,10/4/2003,3:00,1.899,0.062,0,0
9431647,10/4/2003,4:00,1.605,0.05,0,0
9431647,10/4/2003,5:00,1.172,0.056,0,0
9431647,10/4/2003,6:00,0.735,0.061,0,0
9431647,10/4/2003,7:00,0.366,0.053,0,0
9431647,10/4/2003,8:00,0.144,0.055,0,0
9431647,10/4/2003,9:00,0.034,0.048,0,0
9431647,10/4/2003,10:00,0.177,0.045,0,0
9431647,10/4/2003,11:00,0.429,0.064,0,0
9431647,10/4/2003,12:00,0.781,0.062,0,0
9431647,10/4/2003,13:00,1.148,0.06,0,0
9431647,10/4/2003,14:00,1.481,0.088,0,0
9431647,10/4/2003,15:00,1.707,0.063,0,0
9431647,10/4/2003,16:00,1.804,0.079,0,0
9431647,10/4/2003,17:00,1.712,0.083,0,0
9431647,10/4/2003,18:00,1.565,0.075,0,0
9431647,10/4/2003,19:00,1.39,0.068,0,0
9431647,10/4/2003,20:00,1.233,0.066,0,0
9431647,10/4/2003,21:00,1.182,0.058,0,0
9431647,10/4/2003,22:00,1.213,0.065,0,0
9431647,10/4/2003,23:00,1.387,0.053,0,0
9431647,10/5/2003,0:00,1.588,0.063,0,0
9431647,10/5/2003,1:00,1.823,0.064,0,0
9431647,10/5/2003,2:00,1.973,0.063,0,0
9431647,10/5/2003,3:00,2.005,0.089,0,0
9431647,10/5/2003,4:00,1.897,0.08,0,0
9431647,10/5/2003,5:00,1.633,0.064,0,0
9431647,10/5/2003,6:00,1.235,0.068,0,0
9431647,10/5/2003,7:00,0.79,0.04,0,0
9431647,10/5/2003,8:00,0.388,0.037,0,0
9431647,10/5/2003,9:00,0.114,0.044,0,0
9431647,10/5/2003,10:00,0.015,0.039,0,0
9431647,10/5/2003,11:00,0.096,0.048,0,0
9431647,10/5/2003,12:00,0.385,0.052,0,0
9431647,10/5/2003,13:00,0.731,0.06,0,0
9431647,10/5/2003,14:00,1.147,0.069,0,0
9431647,10/5/2003,15:00,1.534,0.063,0,0
9431647,10/5/2003,16:00,1.749,0.058,0,0
9431647,10/5/2003,17:00,1.861,0.059,0,0
9431647,10/5/2003,18:00,1.758,0.052,0,0
9431647,10/5/2003,19:00,1.561,0.076,0,0
9431647,10/5/2003,20:00,1.291,0.06,0,0
9431647,10/5/2003,21:00,1.073,0.058,0,0
9431647,10/5/2003,22:00,0.953,0.05,0,0
9431647,10/5/2003,23:00,1.026,0.05,0,0
9431647,10/6/2003,0:00,1.184,0.072,0,0
9431647,10/6/2003,1:00,1.449,0.045,0,0
9431647,10/6/2003,2:00,1.718,0,1,0
9431647,10/6/2003,3:00,1.948,0.058,0,0
9431647,10/6/2003,4:00,2.049,0.07,0,0
9431647,10/6/2003,5:00,1.939,0.068,0,0
9431647,10/6/2003,6:00,1.673,0.052,0,0
9431647,10/6/2003,7:00,1.273,0.049,0,0
9431647,10/6/2003,8:00,0.816,0.056,0,0
9431647,10/6/2003,9:00,0.381,0.044,0,0
9431647,10/6/2003,10:00,0.088,0.047,0,0
9431647,10/6/2003,11:00,0.016,0.05,0,0
9431647,10/6/2003,12:00,0.133,0.053,0,0
9431647,10/6/2003,13:00,0.47,0.057,0,0
9431647,10/6/2003,14:00,0.887,0.076,0,0
9431647,10/6/2003,15:00,1.31,0.051,0,0
9431647,10/6/2003,16:00,1.671,0.085,0,0
9431647,10/6/2003,17:00,1.973,0.058,0,0
9431647,10/6/2003,18:00,1.912,0.074,0,0
9431647,10/6/2003,19:00,1.771,0.066,0,0
9431647,10/6/2003,20:00,1.521,0,0,
9431647,10/6/2003,21:00,1.205,0.058,0,0
9431647,10/6/2003,22:00,0.953,0.062,0,0
9431647,10/6/2003,23:00,0.823,0.053,0,0
9431647,10/7/2003,0:00,0.869,0.079,0,0
9431647,10/7/2003,1:00,1.069,0.064,0,0
9431647,10/7/2003,2:00,1.385,0.051,0,0
9431647,10/7/2003,3:00,1.693,0.062,0,0
9431647,10/7/2003,4:00,1.938,0.065,0,0
9431647,10/7/2003,5:00,2.105,0.079,0,0
9431647,10/7/2003,6:00,1.972,0.087,0,0
9431647,10/7/2003,7:00,1.714,0.063,0,0
9431647,10/7/2003,8:00,1.263,0.094,0,0
9431647,10/7/2003,9:00,0.811,0.055,0,0
9431647,10/7/2003,10:00,0.427,0.049,0,0
9431647,10/7/2003,11:00,0.134,0.064,0,0
9431647,10/7/2003,12:00,0.117,0.065,0,0
9431647,10/7/2003,13:00,0.302,0.062,0,0
9431647,10/7/2003,14:00,0.698,0.087,0,0
9431647,10/7/2003,15:00,1.136,0.077,0,0
9431647,10/7/2003,16:00,1.579,0.076,0,0
9431647,10/7/2003,17:00,1.935,0.079,0,0
9431647,10/7/2003,18:00,2.053,0.112,0,0
9431647,10/7/2003,19:00,2.002,0.09,0,0
9431647,10/7/2003,20:00,1.745,0,0,
9431647,10/7/2003,21:00,1.389,0.095,0,0
9431647,10/7/2003,22:00,1.001,0.082,0,0
9431647,10/7/2003,23:00,0.747,0.073,0,0
9431647,10/8/2003,0:00,0.661,0.079,0,0
9431647,10/8/2003,1:00,0.717,0.084,0,0
9431647,10/8/2003,2:00,1.022,0.064,0,0
9431647,10/8/2003,3:00,1.42,0.075,0,0
9431647,10/8/2003,4:00,1.789,0.069,0,0
9431647,10/8/2003,5:00,2.049,0.085,0,0
9431647,10/8/2003,6:00,2.124,0.067,0,0
9431647,10/8/2003,7:00,2.025,0.076,0,0
9431647,10/8/2003,8:00,1.684,0.078,0,0
9431647,10/8/2003,9:00,1.26,0,0,
9431647,10/8/2003,10:00,0.792,0.086,0,0
9431647,10/8/2003,11:00,0.403,0.064,0,0
9431647,10/8/2003,12:00,0.267,0.067,0,0
9431647,10/8/2003,13:00,0.294,0.055,0,0
9431647,10/8/2003,14:00,0.577,0,0,
9431647,10/8/2003,15:00,1.005,0.082,0,0
9431647,10/8/2003,16:00,1.51,0.075,0,0
9431647,10/8/2003,17:00,1.891,0.079,0,0
9431647,10/8/2003,18:00,2.136,0.079,0,0
9431647,10/8/2003,19:00,2.136,0.091,0,0
9431647,10/8/2003,20:00,1.962,0.071,0,0
9431647,10/8/2003,21:00,1.605,0.087,0,0
9431647,10/8/2003,22:00,1.171,0.066,0,0
9431647,10/8/2003,23:00,0.752,0.074,0,0
9431647,10/9/2003,0:00,0.515,0.105,0,0
9431647,10/9/2003,1:00,0.426,0.099,0,0
9431647,10/9/2003,2:00,0.653,0.116,0,0
9431647,10/9/2003,3:00,0.861,0.125,0,0
9431647,10/9/2003,4:00,1.32,0.104,0,0
9431647,10/9/2003,5:00,1.779,0.161,0,0
9431647,10/9/2003,6:00,2.014,0.166,0,0
9431647,10/9/2003,7:00,2.083,0.16,0,0
9431647,10/9/2003,8:00,1.981,0.173,0,0
9431647,10/9/2003,9:00,1.437,0.182,0,0
9431647,10/9/2003,10:00,1.093,0.112,0,0
9431647,10/9/2003,11:00,0.7,0.129,0,0
9431647,10/9/2003,12:00,0.336,0.091,0,0
9431647,10/9/2003,13:00,0.234,0.148,0,0
9431647,10/9/2003,14:00,0.405,0.205,0,0
9431647,10/9/2003,15:00,0.815,0.122,0,0
9431647,10/9/2003,16:00,1.161,0.128,0,0
9431647,10/9/2003,17:00,1.615,0.124,0,0
9431647,10/9/2003,18:00,2.065,0.105,0,0
9431647,10/9/2003,19:00,2.177,0.09,0,0
9431647,10/9/2003,20:00,2.067,0.138,0,0
9431647,10/9/2003,21:00,1.806,0.164,0,0
9431647,10/9/2003,22:00,1.296,0.079,0,0
9431647,10/9/2003,23:00,0.836,0.082,0,0
9431647,10/10/2003,0:00,0.436,0.093,0,0
9431647,10/10/2003,1:00,0.254,0.078,0,0
9431647,10/10/2003,2:00,0.284,0.093,0,0
9431647,10/10/2003,3:00,0.584,0.076,0,0
9431647,10/10/2003,4:00,0.942,0,0,
9431647,10/10/2003,5:00,1.4,0.088,0,0
9431647,10/10/2003,6:00,1.772,0.071,0,0
9431647,10/10/2003,7:00,1.965,0.081,0,0
9431647,10/10/2003,8:00,1.999,0.068,0,0
9431647,10/10/2003,9:00,1.754,0.079,0,0
9431647,10/10/2003,10:00,1.343,0.08,0,0
9431647,10/10/2003,11:00,0.901,0.065,0,0
9431647,10/10/2003,12:00,0.59,0.068,0,0
9431647,10/10/2003,13:00,0.374,0.056,0,0
9431647,10/10/2003,14:00,0.355,0.058,0,0
9431647,10/10/2003,15:00,0.626,0.056,0,0
9431647,10/10/2003,16:00,1.053,0.091,0,0
9431647,10/10/2003,17:00,1.546,0.085,0,0
9431647,10/10/2003,18:00,1.922,0.104,0,0
9431647,10/10/2003,19:00,2.11,0.049,0,0
9431647,10/10/2003,20:00,2.148,0.075,0,0
9431647,10/10/2003,21:00,1.932,0.068,0,0
9431647,10/10/2003,22:00,1.515,0.078,0,0
9431647,10/10/2003,23:00,1.015,0.062,0,0
9431647,10/11/2003,0:00,0.52,0.05,0,0
9431647,10/11/2003,1:00,0.241,0.04,0,0
9431647,10/11/2003,2:00,0.109,0.035,0,0
9431647,10/11/2003,3:00,0.261,0.044,0,0
9431647,10/11/2003,4:00,0.609,0.043,0,0
9431647,10/11/2003,5:00,1.069,0.056,0,0
9431647,10/11/2003,6:00,1.487,0.067,0,0
9431647,10/11/2003,7:00,1.828,0.059,0,0
9431647,10/11/2003,8:00,1.99,0.069,0,0
9431647,10/11/2003,9:00,1.909,0.073,0,0
9431647,10/11/2003,10:00,1.647,0.07,0,0
9431647,10/11/2003,11:00,1.258,0.062,0,0
9431647,10/11/2003,12:00,0.881,0.06,0,0
9431647,10/11/2003,13:00,0.626,0.047,0,0
9431647,10/11/2003,14:00,0.594,0.049,0,0
9431647,10/11/2003,15:00,0.677,0.056,0,0
9431647,10/11/2003,16:00,1.059,0.055,0,0
9431647,10/11/2003,17:00,1.468,0.065,0,0
9431647,10/11/2003,18:00,1.835,0.039,0,0
9431647,10/11/2003,19:00,2.159,0.053,0,0
9431647,10/11/2003,20:00,2.238,0.06,0,0
9431647,10/11/2003,21:00,2.089,0.052,0,0
9431647,10/11/2003,22:00,1.784,0.055,0,0
9431647,10/11/2003,23:00,1.264,0.047,0,0
9431647,10/12/2003,0:00,0.783,0.067,0,0
9431647,10/12/2003,1:00,0.285,0.049,0,0
9431647,10/12/2003,2:00,0.091,0.055,0,0
9431647,10/12/2003,3:00,0.11,0.046,0,0
9431647,10/12/2003,4:00,0.284,0.061,0,0
9431647,10/12/2003,5:00,0.678,0.063,0,0
9431647,10/12/2003,6:00,1.076,0.088,0,0
9431647,10/12/2003,7:00,1.569,0.116,0,0
9431647,10/12/2003,8:00,1.786,0.125,0,0
9431647,10/12/2003,9:00,1.872,0.281,0,0
9431647,10/12/2003,10:00,1.682,0.166,0,0
9431647,10/12/2003,11:00,1.324,0.194,0,0
9431647,10/12/2003,12:00,0.973,0.183,0,0
9431647,10/12/2003,13:00,0.72,0.149,0,0
9431647,10/12/2003,14:00,0.742,0.265,0,0
9431647,10/12/2003,15:00,0.575,0.184,0,0
9431647,10/12/2003,16:00,0.813,0.133,0,0
9431647,10/12/2003,17:00,1.23,0,0,
9431647,10/12/2003,18:00,1.694,0.16,0,0
9431647,10/12/2003,19:00,1.91,0.134,0,0
9431647,10/12/2003,20:00,1.992,0.109,0,0
9431647,10/12/2003,21:00,2.075,0.16,0,0
9431647,10/12/2003,22:00,1.795,0.207,0,0
9431647,10/12/2003,23:00,1.417,0.134,0,0
9431647,10/13/2003,0:00,0.82,0.102,0,0
9431647,10/13/2003,1:00,0.41,0.114,0,0
9431647,10/13/2003,2:00,0.131,0.085,0,0
9431647,10/13/2003,3:00,-0.062,0.087,0,0
9431647,10/13/2003,4:00,0.031,0.095,0,0
9431647,10/13/2003,5:00,0.337,0.101,0,0
9431647,10/13/2003,6:00,0.76,0.075,0,0
9431647,10/13/2003,7:00,1.041,0.129,0,0
9431647,10/13/2003,8:00,1.424,0,0,
9431647,10/13/2003,9:00,1.707,0.114,0,0
9431647,10/13/2003,10:00,1.731,0.083,0,0
9431647,10/13/2003,11:00,1.563,0.078,0,0
9431647,10/13/2003,12:00,1.333,0.107,0,0
9431647,10/13/2003,13:00,0.992,0.066,0,0
9431647,10/13/2003,14:00,0.827,0.067,0,0
9431647,10/13/2003,15:00,0.798,0.053,0,0
9431647,10/13/2003,16:00,0.885,0.051,0,0
9431647,10/13/2003,17:00,1.235,0.047,0,0
9431647,10/13/2003,18:00,1.518,0.059,0,0
9431647,10/13/2003,19:00,1.879,0.049,0,0
9431647,10/13/2003,20:00,2.097,0.066,0,0
9431647,10/13/2003,21:00,2.137,0.051,0,0
9431647,10/13/2003,22:00,1.991,0.047,0,0
9431647,10/13/2003,23:00,1.694,0,0,
9431647,10/14/2003,0:00,1.213,0.045,0,0
9431647,10/14/2003,1:00,0.741,0.035,0,0
9431647,10/14/2003,2:00,0.341,0.04,0,0
9431647,10/14/2003,3:00,0.107,0.027,0,0
9431647,10/14/2003,4:00,0.072,0.024,0,0
9431647,10/14/2003,5:00,0.229,0.026,0,0
9431647,10/14/2003,6:00,0.538,0.033,0,0
9431647,10/14/2003,7:00,0.911,0.031,0,0
9431647,10/14/2003,8:00,1.269,0.031,0,0
9431647,10/14/2003,9:00,1.563,0.036,0,0
9431647,10/14/2003,10:00,1.662,0.039,0,0
9431647,10/14/2003,11:00,1.666,0.035,0,0
9431647,10/14/2003,12:00,1.508,0.028,0,0
9431647,10/14/2003,13:00,1.287,0.031,0,0
9431647,10/14/2003,14:00,1.096,0.023,0,0
9431647,10/14/2003,15:00,0.999,0,0,
9431647,10/14/2003,16:00,1.02,0.03,0,0
9431647,10/14/2003,17:00,1.182,0.028,0,0
9431647,10/14/2003,18:00,1.454,0.02,0,0
9431647,10/14/2003,19:00,1.717,0.031,0,0
9431647,10/14/2003,20:00,1.973,0.028,0,0
9431647,10/14/2003,21:00,2.085,0.035,0,0
9431647,10/14/2003,22:00,2.034,0.031,0,0
9431647,10/14/2003,23:00,1.817,0.031,0,0
9431647,10/15/2003,0:00,1.448,0.03,0,0
9431647,10/15/2003,1:00,1.031,0.024,0,0
9431647,10/15/2003,2:00,0.613,0.018,0,0
9431647,10/15/2003,3:00,0.277,0.026,0,0
9431647,10/15/2003,4:00,0.123,0,0,
9431647,10/15/2003,5:00,0.161,0.021,0,0
9431647,10/15/2003,6:00,0.382,0.032,0,0
9431647,10/15/2003,7:00,0.661,0.027,0,0
9431647,10/15/2003,8:00,1.02,0.03,0,0
9431647,10/15/2003,9:00,1.377,0.038,0,0
9431647,10/15/2003,10:00,1.588,0.033,0,0
9431647,10/15/2003,11:00,1.685,0.046,0,0
9431647,10/15/2003,12:00,1.64,0.04,0,0
9431647,10/15/2003,13:00,1.522,0.042,0,0
9431647,10/15/2003,14:00,1.374,0.05,0,0
9431647,10/15/2003,15:00,1.271,0.045,0,0
9431647,10/15/2003,16:00,1.235,0.04,0,0
9431647,10/15/2003,17:00,1.307,0.044,0,0
9431647,10/15/2003,18:00,1.501,0.059,0,0
9431647,10/15/2003,19:00,1.69,0.049,0,0
9431647,10/15/2003,20:00,1.911,0.035,0,0
9431647,10/15/2003,21:00,2.05,0.045,0,0
9431647,10/15/2003,22:00,2.111,0.051,0,0
9431647,10/15/2003,23:00,1.96,0.065,0,0
9431647,10/16/2003,0:00,1.704,0.065,0,0
9431647,10/16/2003,1:00,1.32,0.05,0,0
9431647,10/16/2003,2:00,0.937,0.069,0,0
9431647,10/16/2003,3:00,0.579,0.058,0,0
9431647,10/16/2003,4:00,0.303,0.053,0,0
9431647,10/16/2003,5:00,0.237,0.062,0,0
9431647,10/16/2003,6:00,0.341,0.045,0,0
9431647,10/16/2003,7:00,0.496,0.05,0,0
9431647,10/16/2003,8:00,0.769,0.049,0,0
9431647,10/16/2003,9:00,1.094,0.077,0,0
9431647,10/16/2003,10:00,1.362,0.054,0,0
9431647,10/16/2003,11:00,1.554,0.062,0,0
9431647,10/16/2003,12:00,1.64,0.062,0,0
9431647,10/16/2003,13:00,1.612,0.056,0,0
9431647,10/16/2003,14:00,1.536,0.06,0,0
9431647,10/16/2003,15:00,1.428,0.06,0,0
9431647,10/16/2003,16:00,1.343,0.066,0,0
9431647,10/16/2003,17:00,1.342,0.067,0,0
9431647,10/16/2003,18:00,1.417,0.064,0,0
9431647,10/16/2003,19:00,1.582,0.074,0,0
9431647,10/16/2003,20:00,1.763,0.061,0,0
9431647,10/16/2003,21:00,1.893,0.069,0,0
9431647,10/16/2003,22:00,1.988,0.073,0,0
9431647,10/16/2003,23:00,1.984,0.086,0,0
9431647,10/17/2003,0:00,1.867,0.088,0,0
9431647,10/17/2003,1:00,1.567,0.069,0,0
9431647,10/17/2003,2:00,1.243,0.073,0,0
9431647,10/17/2003,3:00,0.894,0.097,0,0
9431647,10/17/2003,4:00,0.54,0.091,0,0
9431647,10/17/2003,5:00,0.351,0.069,0,0
9431647,10/17/2003,6:00,0.276,0.07,0,0
9431647,10/17/2003,7:00,0.346,0.077,0,0
9431647,10/17/2003,8:00,0.55,0.076,0,0
9431647,10/17/2003,9:00,0.828,0.071,0,0
9431647,10/17/2003,10:00,1.145,0.055,0,0
9431647,10/17/2003,11:00,1.334,0.114,0,0
9431647,10/17/2003,12:00,1.532,0.112,0,0
9431647,10/17/2003,13:00,1.603,0.083,0,0
9431647,10/17/2003,14:00,1.614,0.114,0,0
9431647,10/17/2003,15:00,1.549,0.113,0,0
9431647,10/17/2003,16:00,1.483,0.111,0,0
9431647,10/17/2003,17:00,1.389,0.115,0,0
9431647,10/17/2003,18:00,1.438,0.149,0,0
9431647,10/17/2003,19:00,1.497,0.127,0,0
9431647,10/17/2003,20:00,1.59,0.106,0,0
9431647,10/17/2003,21:00,1.741,0.109,0,0
9431647,10/17/2003,22:00,1.932,0.113,0,0
9431647,10/17/2003,23:00,1.984,0.136,0,0
9431647,10/18/2003,0:00,1.954,0.107,0,0
9431647,10/18/2003,1:00,1.811,0.118,0,0
9431647,10/18/2003,2:00,1.558,0.108,0,0
9431647,10/18/2003,3:00,1.295,0.091,0,0
9431647,10/18/2003,4:00,0.982,0.108,0,0
9431647,10/18/2003,5:00,0.626,0.101,0,0
9431647,10/18/2003,6:00,0.502,0.118,0,0
9431647,10/18/2003,7:00,0.437,0.065,0,0
